Index	TrueGender	Prediction	PredictedGender	Source
0963-082	F	082	F	adversarial
0964-082	F	082	F	original
0964-082	F	144	F	adversarial
0965-082	F	082	F	original
0965-082	F	144	F	adversarial
0966-083	F	010	F	original
0966-083	F	008	F	adversarial
0967-083	F	083	F	original
0967-083	F	039	F	adversarial
0968-083	F	010	F	original
0968-083	F	010	F	adversarial
0969-083	F	008	F	original
0969-083	F	008	F	adversarial
0970-083	F	039	F	original
0970-083	F	039	F	adversarial
0971-083	F	248	M	original
0971-083	F	039	F	adversarial
0972-083	F	083	F	original
0972-083	F	185	F	adversarial
0973-083	F	010	F	original
0973-083	F	031	M	adversarial
0974-083	F	083	F	original
0974-083	F	106	M	adversarial
0975-083	F	083	F	original
0975-083	F	039	F	adversarial
0976-083	F	083	F	original
0976-083	F	039	F	adversarial
0977-083	F	083	F	original
0977-083	F	008	F	adversarial
0978-083	F	083	F	original
0978-083	F	031	M	adversarial
0979-084	F	084	F	original
0979-084	F	162	M	adversarial
0980-084	F	084	F	original
0980-084	F	029	F	adversarial
0981-084	F	084	F	original
0981-084	F	029	F	adversarial
0982-084	F	084	F	original
0982-084	F	179	F	adversarial
0983-084	F	084	F	original
0983-084	F	162	M	adversarial
0984-084	F	084	F	original
0984-084	F	029	F	adversarial
0985-084	F	084	F	original
0985-084	F	084	F	adversarial
0986-084	F	084	F	original
0986-084	F	029	F	adversarial
0987-084	F	084	F	original
0987-084	F	029	F	adversarial
0988-084	F	084	F	original
0988-084	F	187	M	adversarial
0989-084	F	084	F	original
0989-084	F	029	F	adversarial
0990-084	F	084	F	original
0990-084	F	016	M	adversarial
0991-085	F	085	F	original
0991-085	F	209	M	adversarial
0992-085	F	085	F	original
0992-085	F	085	F	adversarial
0993-085	F	085	F	original
0993-085	F	179	F	adversarial
0994-085	F	085	F	original
0994-085	F	239	M	adversarial
0995-085	F	085	F	original
0995-085	F	085	F	adversarial
0996-085	F	085	F	original
0996-085	F	209	M	adversarial
0997-085	F	085	F	original
0997-085	F	085	F	adversarial
0998-085	F	085	F	original
0998-085	F	174	M	adversarial
0999-085	F	085	F	original
0999-085	F	091	M	adversarial
1000-085	F	085	F	original
1000-085	F	085	F	adversarial
1001-085	F	085	F	original
1001-085	F	160	M	adversarial
1002-085	F	085	F	original
1002-085	F	085	F	adversarial
1003-085	F	085	F	original
1003-085	F	239	M	adversarial
1004-086	F	086	F	original
1004-086	F	166	F	adversarial
1005-086	F	091	M	original
1005-086	F	174	M	adversarial
1006-086	F	091	M	original
1006-086	F	091	M	adversarial
1007-086	F	091	M	original
1007-086	F	174	M	adversarial
1008-086	F	091	M	original
1008-086	F	091	M	adversarial
1009-086	F	166	F	original
1009-086	F	166	F	adversarial
1010-086	F	091	M	original
1010-086	F	091	M	adversarial
1011-086	F	086	F	original
1011-086	F	166	F	adversarial
1012-086	F	086	F	original
1012-086	F	008	F	adversarial
1013-086	F	166	F	original
1013-086	F	166	F	adversarial
1014-086	F	164	F	original
1014-086	F	166	F	adversarial
1015-086	F	164	F	original
1015-086	F	164	F	adversarial
1016-087	M	087	M	original
1016-087	M	047	M	adversarial
1017-087	M	087	M	original
1017-087	M	021	F	adversarial
1018-087	M	087	M	original
1018-087	M	047	M	adversarial
1019-087	M	087	M	original
1019-087	M	022	M	adversarial
1020-087	M	056	M	original
1020-087	M	056	M	adversarial
1021-087	M	087	M	original
1021-087	M	021	F	adversarial
1022-087	M	087	M	original
1022-087	M	047	M	adversarial
1023-087	M	087	M	original
1023-087	M	143	F	adversarial
1024-087	M	087	M	original
1024-087	M	022	M	adversarial
1025-087	M	087	M	original
1025-087	M	052	M	adversarial
1026-087	M	087	M	original
1026-087	M	021	F	adversarial
1027-087	M	087	M	original
1027-087	M	074	F	adversarial
1028-087	M	087	M	original
1028-087	M	169	F	adversarial
1029-088	F	088	F	original
1029-088	F	000	F	adversarial
1030-088	F	037	M	original
1030-088	F	000	F	adversarial
1031-088	F	044	M	original
1031-088	F	044	M	adversarial
1032-088	F	037	M	original
1032-088	F	016	M	adversarial
1033-088	F	088	F	original
1033-088	F	162	M	adversarial
1034-088	F	037	M	original
1034-088	F	037	M	adversarial
1035-088	F	037	M	original
1035-088	F	037	M	adversarial
1036-088	F	088	F	original
1036-088	F	016	M	adversarial
1037-088	F	037	M	original
1037-088	F	037	M	adversarial
1038-088	F	037	M	original
1038-088	F	000	F	adversarial
1039-089	F	175	M	original
1039-089	F	010	F	adversarial
1040-089	F	010	F	original
1040-089	F	010	F	adversarial
1041-089	F	010	F	original
1041-089	F	010	F	adversarial
1042-089	F	010	F	original
1042-089	F	185	F	adversarial
1043-089	F	010	F	original
1043-089	F	010	F	adversarial
1044-089	F	010	F	original
1044-089	F	010	F	adversarial
1045-089	F	010	F	original
1045-089	F	010	F	adversarial
1046-089	F	089	F	original
1046-089	F	185	F	adversarial
1047-089	F	089	F	original
1047-089	F	010	F	adversarial
1048-090	M	090	M	original
1048-090	M	090	M	adversarial
1049-090	M	109	M	original
1049-090	M	109	M	adversarial
1050-090	M	090	M	original
1050-090	M	028	F	adversarial
1051-090	M	090	M	original
1051-090	M	239	M	adversarial
1052-090	M	090	M	original
1052-090	M	090	M	adversarial
1053-090	M	090	M	original
1053-090	M	090	M	adversarial
1054-090	M	090	M	original
1054-090	M	042	M	adversarial
1055-090	M	090	M	original
1055-090	M	052	M	adversarial
1056-090	M	090	M	original
1056-090	M	016	M	adversarial
1057-090	M	090	M	original
1057-090	M	016	M	adversarial
1058-090	M	090	M	original
1058-090	M	090	M	adversarial
1059-090	M	090	M	original
1059-090	M	101	F	adversarial
1060-091	M	091	M	original
1060-091	M	174	M	adversarial
1061-091	M	091	M	original
1061-091	M	174	M	adversarial
1062-091	M	091	M	original
1062-091	M	091	M	adversarial
1063-091	M	091	M	original
1063-091	M	174	M	adversarial
1064-091	M	091	M	original
1064-091	M	174	M	adversarial
1065-091	M	091	M	original
1065-091	M	174	M	adversarial
1066-091	M	091	M	original
1066-091	M	174	M	adversarial
1067-091	M	091	M	original
1067-091	M	174	M	adversarial
1068-091	M	091	M	original
1068-091	M	174	M	adversarial
1069-091	M	091	M	original
1069-091	M	174	M	adversarial
1070-091	M	091	M	original
1070-091	M	174	M	adversarial
1071-091	M	091	M	original
1071-091	M	174	M	adversarial
1072-092	F	037	M	original
1072-092	F	000	F	adversarial
1073-092	F	092	F	original
1073-092	F	037	M	adversarial
1074-092	F	092	F	original
1074-092	F	000	F	adversarial
1075-092	F	037	M	original
1075-092	F	037	M	adversarial
1076-092	F	092	F	original
1076-092	F	037	M	adversarial
1077-092	F	092	F	original
1077-092	F	123	M	adversarial
1078-092	F	092	F	original
1078-092	F	037	M	adversarial
1079-092	F	075	M	original
1079-092	F	123	M	adversarial
1080-092	F	092	F	original
1080-092	F	170	F	adversarial
1081-092	F	010	F	original
1081-092	F	010	F	adversarial
1082-092	F	113	M	original
1082-092	F	123	M	adversarial
1083-092	F	033	F	original
1083-092	F	033	F	adversarial
1084-093	F	093	F	original
1084-093	F	028	F	adversarial
1085-093	F	093	F	original
1085-093	F	093	F	adversarial
1086-093	F	093	F	original
1086-093	F	093	F	adversarial
1087-093	F	093	F	original
1087-093	F	056	M	adversarial
1088-093	F	093	F	original
1088-093	F	028	F	adversarial
1089-093	F	093	F	original
1089-093	F	028	F	adversarial
1090-093	F	093	F	original
1090-093	F	093	F	adversarial
1091-093	F	093	F	original
1091-093	F	056	M	adversarial
1092-093	F	093	F	original
1092-093	F	056	M	adversarial
1093-093	F	093	F	original
1093-093	F	028	F	adversarial
1094-093	F	093	F	original
1094-093	F	056	M	adversarial
1095-093	F	093	F	original
1095-093	F	056	M	adversarial
1096-094	M	094	M	original
1096-094	M	000	F	adversarial
1097-094	M	037	M	original
1097-094	M	000	F	adversarial
1098-094	M	094	M	original
1098-094	M	023	M	adversarial
1099-094	M	094	M	original
1099-094	M	000	F	adversarial
1100-094	M	094	M	original
1100-094	M	000	F	adversarial
1101-094	M	094	M	original
1101-094	M	023	M	adversarial
1102-094	M	094	M	original
1102-094	M	094	M	adversarial
1103-094	M	094	M	original
1103-094	M	009	F	adversarial
1104-094	M	094	M	original
1104-094	M	000	F	adversarial
1105-094	M	094	M	original
1105-094	M	023	M	adversarial
1106-094	M	094	M	original
1106-094	M	023	M	adversarial
1107-094	M	094	M	original
1107-094	M	094	M	adversarial
1108-095	M	095	M	original
1108-095	M	109	M	adversarial
1109-095	M	095	M	original
1109-095	M	109	M	adversarial
1110-095	M	095	M	original
1110-095	M	095	M	adversarial
1111-095	M	095	M	original
1111-095	M	109	M	adversarial
1112-095	M	095	M	original
1112-095	M	109	M	adversarial
1113-095	M	095	M	original
1113-095	M	095	M	adversarial
1114-095	M	095	M	original
1114-095	M	109	M	adversarial
1115-095	M	095	M	original
1115-095	M	109	M	adversarial
1116-095	M	095	M	original
1116-095	M	052	M	adversarial
1117-095	M	095	M	original
1117-095	M	052	M	adversarial
1118-096	F	096	F	original
1118-096	F	096	F	adversarial
1119-096	F	096	F	original
1119-096	F	096	F	adversarial
1120-096	F	096	F	original
1120-096	F	096	F	adversarial
1121-096	F	096	F	original
1121-096	F	096	F	adversarial
1122-096	F	096	F	original
1122-096	F	096	F	adversarial
1123-096	F	096	F	original
1123-096	F	096	F	adversarial
1124-096	F	096	F	original
1124-096	F	096	F	adversarial
1125-096	F	096	F	original
1125-096	F	096	F	adversarial
1126-096	F	096	F	original
1126-096	F	096	F	adversarial
1127-096	F	096	F	original
1127-096	F	096	F	adversarial
1128-096	F	096	F	original
1128-096	F	096	F	adversarial
1129-097	F	097	F	original
1129-097	F	097	F	adversarial
1130-097	F	097	F	original
1130-097	F	097	F	adversarial
1131-097	F	097	F	original
1131-097	F	025	F	adversarial
1132-097	F	097	F	original
1132-097	F	097	F	adversarial
1133-097	F	097	F	original
1133-097	F	160	M	adversarial
1134-097	F	097	F	original
1134-097	F	110	F	adversarial
1135-097	F	097	F	original
1135-097	F	097	F	adversarial
1136-097	F	188	F	original
1136-097	F	097	F	adversarial
1137-097	F	097	F	original
1137-097	F	059	M	adversarial
1138-097	F	097	F	original
1138-097	F	045	M	adversarial
1139-098	M	056	M	original
1139-098	M	053	F	adversarial
1140-098	M	056	M	original
1140-098	M	064	M	adversarial
1141-098	M	078	F	original
1141-098	M	010	F	adversarial
1142-098	M	010	F	original
1142-098	M	010	F	adversarial
1143-098	M	098	M	original
1143-098	M	202	M	adversarial
1144-098	M	098	M	original
1144-098	M	215	M	adversarial
1145-098	M	098	M	original
1145-098	M	042	M	adversarial
1146-098	M	098	M	original
1146-098	M	001	M	adversarial
1147-098	M	098	M	original
1147-098	M	025	F	adversarial
1148-098	M	098	M	original
1148-098	M	183	F	adversarial
1149-098	M	098	M	original
1149-098	M	025	F	adversarial
1150-099	M	099	M	original
1150-099	M	034	M	adversarial
1151-099	M	194	F	original
1151-099	M	194	F	adversarial
1152-099	M	194	F	original
1152-099	M	034	M	adversarial
1153-099	M	194	F	original
1153-099	M	028	F	adversarial
1154-099	M	162	M	original
1154-099	M	022	M	adversarial
1155-099	M	179	F	original
1155-099	M	194	F	adversarial
1156-099	M	099	M	original
1156-099	M	099	M	adversarial
1157-099	M	194	F	original
1157-099	M	016	M	adversarial
1158-099	M	194	F	original
1158-099	M	021	F	adversarial
1159-099	M	194	F	original
1159-099	M	179	F	adversarial
1160-099	M	194	F	original
1160-099	M	169	F	adversarial
1161-099	M	194	F	original
1161-099	M	099	M	adversarial
1162-100	M	100	M	original
1162-100	M	001	M	adversarial
1163-100	M	100	M	original
1163-100	M	053	F	adversarial
1164-100	M	175	M	original
1164-100	M	175	M	adversarial
1165-100	M	175	M	original
1165-100	M	175	M	adversarial
1166-100	M	175	M	original
1166-100	M	175	M	adversarial
1167-100	M	175	M	original
1167-100	M	175	M	adversarial
1168-100	M	175	M	original
1168-100	M	175	M	adversarial
1169-100	M	175	M	original
1169-100	M	175	M	adversarial
1170-100	M	053	F	original
1170-100	M	053	F	adversarial
1171-100	M	100	M	original
1171-100	M	053	F	adversarial
1172-101	F	101	F	original
1172-101	F	101	F	adversarial
1173-101	F	101	F	original
1173-101	F	101	F	adversarial
1174-101	F	101	F	original
1174-101	F	101	F	adversarial
1175-101	F	002	M	original
1175-101	F	101	F	adversarial
1176-101	F	101	F	original
1176-101	F	028	F	adversarial
1177-101	F	101	F	original
1177-101	F	101	F	adversarial
1178-101	F	101	F	original
1178-101	F	052	M	adversarial
1179-101	F	101	F	original
1179-101	F	016	M	adversarial
1180-101	F	101	F	original
1180-101	F	101	F	adversarial
1181-101	F	101	F	original
1181-101	F	101	F	adversarial
1182-101	F	101	F	original
1182-101	F	101	F	adversarial
1183-101	F	101	F	original
1183-101	F	052	M	adversarial
1184-102	F	102	F	original
1184-102	F	177	F	adversarial
1185-102	F	102	F	original
1185-102	F	018	F	adversarial
1186-102	F	102	F	original
1186-102	F	018	F	adversarial
1187-102	F	102	F	original
1187-102	F	018	F	adversarial
1188-102	F	102	F	original
1188-102	F	239	M	adversarial
1189-102	F	102	F	original
1189-102	F	008	F	adversarial
1190-102	F	102	F	original
1190-102	F	174	M	adversarial
1191-102	F	102	F	original
1191-102	F	174	M	adversarial
1192-102	F	102	F	original
1192-102	F	102	F	adversarial
1193-102	F	102	F	original
1193-102	F	174	M	adversarial
1194-102	F	102	F	original
1194-102	F	102	F	adversarial
1195-103	F	103	F	original
1195-103	F	103	F	adversarial
1196-103	F	103	F	original
1196-103	F	103	F	adversarial
1197-103	F	103	F	original
1197-103	F	187	M	adversarial
1198-103	F	103	F	original
1198-103	F	022	M	adversarial
1199-103	F	103	F	original
1199-103	F	187	M	adversarial
1200-103	F	103	F	original
1200-103	F	187	M	adversarial
1201-103	F	103	F	original
1201-103	F	187	M	adversarial
1202-103	F	103	F	original
1202-103	F	187	M	adversarial
1203-103	F	103	F	original
1203-103	F	187	M	adversarial
1204-103	F	103	F	original
1204-103	F	187	M	adversarial
1205-103	F	103	F	original
1205-103	F	022	M	adversarial
1206-103	F	103	F	original
1206-103	F	187	M	adversarial
1207-104	F	104	F	original
1207-104	F	016	M	adversarial
1208-104	F	104	F	original
1208-104	F	016	M	adversarial
1209-104	F	104	F	original
1209-104	F	016	M	adversarial
1210-104	F	039	F	original
1210-104	F	052	M	adversarial
1211-104	F	104	F	original
1211-104	F	013	F	adversarial
1212-104	F	104	F	original
1212-104	F	016	M	adversarial
1213-104	F	104	F	original
1213-104	F	022	M	adversarial
1214-104	F	104	F	original
1214-104	F	016	M	adversarial
1215-104	F	104	F	original
1215-104	F	016	M	adversarial
1216-104	F	104	F	original
1216-104	F	016	M	adversarial
1217-104	F	104	F	original
1217-104	F	022	M	adversarial
1218-104	F	016	M	original
1218-104	F	016	M	adversarial
1219-104	F	104	F	original
1219-104	F	013	F	adversarial
1220-105	M	196	F	original
1220-105	M	140	F	adversarial
1221-105	M	167	M	original
1221-105	M	037	M	adversarial
1222-105	M	140	F	original
1222-105	M	037	M	adversarial
1223-105	M	037	M	original
1223-105	M	037	M	adversarial
1224-105	M	140	F	original
1224-105	M	037	M	adversarial
1225-105	M	020	F	original
1225-105	M	196	F	adversarial
1226-105	M	105	M	original
1226-105	M	140	F	adversarial
1227-105	M	105	M	original
1227-105	M	196	F	adversarial
1228-105	M	151	F	original
1228-105	M	151	F	adversarial
1229-105	M	105	M	original
1229-105	M	151	F	adversarial
1230-105	M	196	F	original
1230-105	M	196	F	adversarial
1231-106	M	106	M	original
1231-106	M	106	M	adversarial
1232-106	M	106	M	original
1232-106	M	106	M	adversarial
1233-106	M	106	M	original
1233-106	M	106	M	adversarial
1234-106	M	106	M	original
1234-106	M	106	M	adversarial
1235-106	M	106	M	original
1235-106	M	106	M	adversarial
1236-106	M	106	M	original
1236-106	M	106	M	adversarial
1237-106	M	106	M	original
1237-106	M	016	M	adversarial
1238-106	M	106	M	original
1238-106	M	106	M	adversarial
1239-106	M	106	M	original
1239-106	M	106	M	adversarial
1240-106	M	106	M	original
1240-106	M	106	M	adversarial
1241-106	M	106	M	original
1241-106	M	106	M	adversarial
1242-106	M	106	M	original
1242-106	M	106	M	adversarial
1243-107	F	179	F	original
1243-107	F	022	M	adversarial
1244-107	F	107	F	original
1244-107	F	170	F	adversarial
1245-107	F	118	M	original
1245-107	F	022	M	adversarial
1246-107	F	107	F	original
1246-107	F	022	M	adversarial
1247-107	F	107	F	original
1247-107	F	022	M	adversarial
1248-107	F	118	M	original
1248-107	F	008	F	adversarial
1249-107	F	118	M	original
1249-107	F	022	M	adversarial
1250-107	F	022	M	original
1250-107	F	022	M	adversarial
1251-107	F	179	F	original
1251-107	F	022	M	adversarial
1252-107	F	151	F	original
1252-107	F	022	M	adversarial
1253-107	F	107	F	original
1253-107	F	022	M	adversarial
1254-108	M	108	M	original
1254-108	M	123	M	adversarial
1255-108	M	108	M	original
1255-108	M	123	M	adversarial
1256-108	M	108	M	original
1256-108	M	016	M	adversarial
1257-108	M	108	M	original
1257-108	M	016	M	adversarial
1258-108	M	108	M	original
1258-108	M	123	M	adversarial
1259-108	M	108	M	original
1259-108	M	123	M	adversarial
1260-108	M	108	M	original
1260-108	M	123	M	adversarial
1261-108	M	108	M	original
1261-108	M	123	M	adversarial
1262-108	M	108	M	original
1262-108	M	123	M	adversarial
1263-108	M	108	M	original
1263-108	M	106	M	adversarial
1264-108	M	108	M	original
1264-108	M	016	M	adversarial
1265-108	M	108	M	original
1265-108	M	123	M	adversarial
1266-109	M	109	M	original
1266-109	M	078	F	adversarial
1267-109	M	109	M	original
1267-109	M	109	M	adversarial
1268-109	M	109	M	original
1268-109	M	109	M	adversarial
1269-109	M	180	F	original
1269-109	M	202	M	adversarial
1270-109	M	051	M	original
1270-109	M	051	M	adversarial
1271-109	M	109	M	original
1271-109	M	139	F	adversarial
1272-109	M	109	M	original
1272-109	M	109	M	adversarial
1273-109	M	109	M	original
1273-109	M	109	M	adversarial
1274-109	M	109	M	original
1274-109	M	052	M	adversarial
1275-109	M	109	M	original
1275-109	M	078	F	adversarial
1276-109	M	109	M	original
1276-109	M	052	M	adversarial
1277-109	M	109	M	original
1277-109	M	052	M	adversarial
1278-109	M	109	M	original
1278-109	M	052	M	adversarial
1279-109	M	013	F	original
1279-109	M	013	F	adversarial
1280-109	M	109	M	original
1280-109	M	025	F	adversarial
1281-109	M	109	M	original
1281-109	M	025	F	adversarial
1282-110	F	045	M	original
1282-110	F	136	F	adversarial
1283-110	F	174	M	original
1283-110	F	174	M	adversarial
1284-110	F	223	F	original
1284-110	F	223	F	adversarial
1285-110	F	174	M	original
1285-110	F	174	M	adversarial
1286-110	F	174	M	original
1286-110	F	174	M	adversarial
1287-110	F	174	M	original
1287-110	F	174	M	adversarial
1288-110	F	136	F	original
1288-110	F	136	F	adversarial
1289-110	F	045	M	original
1289-110	F	179	F	adversarial
1290-110	F	110	F	original
1290-110	F	239	M	adversarial
1291-110	F	110	F	original
1291-110	F	239	M	adversarial
1292-110	F	110	F	original
1292-110	F	110	F	adversarial
1293-111	F	111	F	original
1293-111	F	185	F	adversarial
1294-111	F	111	F	original
1294-111	F	106	M	adversarial
1295-111	F	111	F	original
1295-111	F	106	M	adversarial
1296-111	F	111	F	original
1296-111	F	185	F	adversarial
1297-111	F	111	F	original
1297-111	F	185	F	adversarial
1298-111	F	111	F	original
1298-111	F	185	F	adversarial
1299-111	F	234	M	original
1299-111	F	185	F	adversarial
1300-111	F	111	F	original
1300-111	F	106	M	adversarial
1301-111	F	111	F	original
1301-111	F	052	M	adversarial
1302-111	F	008	F	original
1302-111	F	008	F	adversarial
1303-111	F	111	F	original
1303-111	F	185	F	adversarial
1304-111	F	234	M	original
1304-111	F	136	F	adversarial
1305-112	M	239	M	original
1305-112	M	239	M	adversarial
1306-112	M	008	F	original
1306-112	M	008	F	adversarial
1307-112	M	008	F	original
1307-112	M	008	F	adversarial
1308-112	M	008	F	original
1308-112	M	008	F	adversarial
1309-112	M	112	M	original
1309-112	M	185	F	adversarial
1310-112	M	008	F	original
1310-112	M	008	F	adversarial
1311-112	M	112	M	original
1311-112	M	061	F	adversarial
1312-112	M	112	M	original
1312-112	M	239	M	adversarial
1313-112	M	112	M	original
1313-112	M	109	M	adversarial
1314-112	M	008	F	original
1314-112	M	008	F	adversarial
1315-112	M	045	M	original
1315-112	M	215	M	adversarial
1316-112	M	112	M	original
1316-112	M	185	F	adversarial
1317-113	M	123	M	original
1317-113	M	052	M	adversarial
1318-113	M	028	F	original
1318-113	M	052	M	adversarial
1319-113	M	113	M	original
1319-113	M	198	F	adversarial
1320-113	M	028	F	original
1320-113	M	052	M	adversarial
1321-113	M	021	F	original
1321-113	M	052	M	adversarial
1322-113	M	021	F	original
1322-113	M	239	M	adversarial
1323-113	M	154	M	original
1323-113	M	104	F	adversarial
1324-113	M	198	F	original
1324-113	M	198	F	adversarial
1325-113	M	123	M	original
1325-113	M	008	F	adversarial
1326-113	M	123	M	original
1326-113	M	009	F	adversarial
1327-113	M	198	F	original
1327-113	M	198	F	adversarial
1328-113	M	113	M	original
1328-113	M	023	M	adversarial
1329-113	M	113	M	original
1329-113	M	123	M	adversarial
1330-113	M	113	M	original
1330-113	M	198	F	adversarial
1331-114	F	012	M	original
1331-114	F	123	M	adversarial
1332-114	F	012	M	original
1332-114	F	011	F	adversarial
1333-114	F	011	F	original
1333-114	F	123	M	adversarial
1334-114	F	156	M	original
1334-114	F	033	F	adversarial
1335-114	F	012	M	original
1335-114	F	123	M	adversarial
1336-114	F	011	F	original
1336-114	F	011	F	adversarial
1337-114	F	011	F	original
1337-114	F	011	F	adversarial
1338-114	F	011	F	original
1338-114	F	011	F	adversarial
1339-114	F	012	M	original
1339-114	F	123	M	adversarial
1340-114	F	123	M	original
1340-114	F	123	M	adversarial
1341-114	F	011	F	original
1341-114	F	011	F	adversarial
1342-114	F	096	F	original
1342-114	F	052	M	adversarial
1343-115	M	115	M	original
1343-115	M	136	F	adversarial
1344-115	M	136	F	original
1344-115	M	136	F	adversarial
1345-115	M	115	M	original
1345-115	M	136	F	adversarial
1346-115	M	115	M	original
1346-115	M	136	F	adversarial
1347-115	M	115	M	original
1347-115	M	136	F	adversarial
1348-115	M	115	M	original
1348-115	M	136	F	adversarial
1349-115	M	136	F	original
1349-115	M	136	F	adversarial
1350-115	M	136	F	original
1350-115	M	136	F	adversarial
1351-115	M	115	M	original
1351-115	M	136	F	adversarial
1352-115	M	115	M	original
1352-115	M	136	F	adversarial
1353-116	M	116	M	original
1353-116	M	116	M	adversarial
1354-116	M	116	M	original
1354-116	M	116	M	adversarial
1355-116	M	116	M	original
1355-116	M	022	M	adversarial
1356-116	M	116	M	original
1356-116	M	022	M	adversarial
1357-116	M	116	M	original
1357-116	M	016	M	adversarial
1358-116	M	116	M	original
1358-116	M	052	M	adversarial
1359-116	M	123	M	original
1359-116	M	123	M	adversarial
1360-116	M	116	M	original
1360-116	M	135	M	adversarial
1361-116	M	116	M	original
1361-116	M	169	F	adversarial
1362-116	M	123	M	original
1362-116	M	123	M	adversarial
1363-116	M	116	M	original
1363-116	M	016	M	adversarial
1364-116	M	116	M	original
1364-116	M	022	M	adversarial
1365-117	F	029	F	original
1365-117	F	021	F	adversarial
1366-117	F	047	M	original
1366-117	F	047	M	adversarial
1367-117	F	146	M	original
1367-117	F	146	M	adversarial
1368-117	F	047	M	original
1368-117	F	146	M	adversarial
1369-117	F	021	F	original
1369-117	F	021	F	adversarial
1370-117	F	117	F	original
1370-117	F	146	M	adversarial
1371-117	F	172	M	original
1371-117	F	113	M	adversarial
1372-117	F	117	F	original
1372-117	F	146	M	adversarial
1373-117	F	116	M	original
1373-117	F	154	M	adversarial
1374-117	F	116	M	original
1374-117	F	011	F	adversarial
1375-117	F	116	M	original
1375-117	F	116	M	adversarial
1376-118	M	118	M	original
1376-118	M	108	M	adversarial
1377-118	M	118	M	original
1377-118	M	108	M	adversarial
1378-118	M	118	M	original
1378-118	M	230	M	adversarial
1379-118	M	118	M	original
1379-118	M	230	M	adversarial
1380-118	M	118	M	original
1380-118	M	113	M	adversarial
1381-118	M	230	M	original
1381-118	M	113	M	adversarial
1382-118	M	118	M	original
1382-118	M	022	M	adversarial
1383-118	M	118	M	original
1383-118	M	108	M	adversarial
1384-118	M	118	M	original
1384-118	M	016	M	adversarial
1385-118	M	118	M	original
1385-118	M	118	M	adversarial
1386-118	M	118	M	original
1386-118	M	118	M	adversarial
1387-118	M	118	M	original
1387-118	M	230	M	adversarial
1388-118	M	118	M	original
1388-118	M	108	M	adversarial
1389-118	M	118	M	original
1389-118	M	118	M	adversarial
1390-119	M	119	M	original
1390-119	M	106	M	adversarial
1391-119	M	119	M	original
1391-119	M	123	M	adversarial
1392-119	M	119	M	original
1392-119	M	123	M	adversarial
1393-119	M	096	F	original
1393-119	M	123	M	adversarial
1394-119	M	119	M	original
1394-119	M	123	M	adversarial
1395-119	M	119	M	original
1395-119	M	123	M	adversarial
1396-119	M	119	M	original
1396-119	M	123	M	adversarial
1397-119	M	123	M	original
1397-119	M	123	M	adversarial
1398-119	M	182	F	original
1398-119	M	123	M	adversarial
1399-120	F	120	F	original
1399-120	F	170	F	adversarial
1400-120	F	170	F	original
1400-120	F	170	F	adversarial
1401-120	F	164	F	original
1401-120	F	164	F	adversarial
1402-120	F	164	F	original
1402-120	F	164	F	adversarial
1403-120	F	164	F	original
1403-120	F	022	M	adversarial
1404-120	F	164	F	original
1404-120	F	164	F	adversarial
1405-120	F	164	F	original
1405-120	F	164	F	adversarial
1406-120	F	164	F	original
1406-120	F	162	M	adversarial
1407-120	F	164	F	original
1407-120	F	164	F	adversarial
1408-120	F	164	F	original
1408-120	F	164	F	adversarial
1409-120	F	164	F	original
1409-120	F	162	M	adversarial
1410-121	M	226	F	original
1410-121	M	224	F	adversarial
1411-121	M	121	M	original
1411-121	M	224	F	adversarial
1412-121	M	240	F	original
1412-121	M	179	F	adversarial
1413-121	M	121	M	original
1413-121	M	239	M	adversarial
1414-121	M	045	M	original
1414-121	M	091	M	adversarial
1415-121	M	235	F	original
1415-121	M	076	M	adversarial
1416-121	M	091	M	original
1416-121	M	239	M	adversarial
1417-121	M	121	M	original
1417-121	M	179	F	adversarial
1418-121	M	209	M	original
1418-121	M	209	M	adversarial
1419-121	M	209	M	original
1419-121	M	209	M	adversarial
1420-122	F	055	M	original
1420-122	F	013	F	adversarial
1421-122	F	055	M	original
1421-122	F	013	F	adversarial
1422-122	F	122	F	original
1422-122	F	170	F	adversarial
1423-122	F	055	M	original
1423-122	F	013	F	adversarial
1424-122	F	055	M	original
1424-122	F	041	M	adversarial
1425-122	F	170	F	original
1425-122	F	022	M	adversarial
1426-122	F	170	F	original
1426-122	F	170	F	adversarial
1427-122	F	122	F	original
1427-122	F	013	F	adversarial
1428-122	F	122	F	original
1428-122	F	170	F	adversarial
1429-122	F	055	M	original
1429-122	F	013	F	adversarial
1430-122	F	122	F	original
1430-122	F	013	F	adversarial
1431-122	F	122	F	original
1431-122	F	122	F	adversarial
1432-123	M	123	M	original
1432-123	M	000	F	adversarial
1433-123	M	123	M	original
1433-123	M	123	M	adversarial
1434-123	M	123	M	original
1434-123	M	123	M	adversarial
1435-123	M	123	M	original
1435-123	M	123	M	adversarial
1436-123	M	123	M	original
1436-123	M	023	M	adversarial
1437-123	M	123	M	original
1437-123	M	123	M	adversarial
1438-123	M	123	M	original
1438-123	M	123	M	adversarial
1439-123	M	123	M	original
1439-123	M	041	M	adversarial
1440-123	M	123	M	original
1440-123	M	041	M	adversarial
1441-123	M	123	M	original
1441-123	M	039	F	adversarial
1442-123	M	123	M	original
1442-123	M	009	F	adversarial
1443-124	M	124	M	original
1443-124	M	187	M	adversarial
1444-124	M	124	M	original
1444-124	M	028	F	adversarial
